month,scenario,customers,new_customers,churned_customers,seats_per_customer,credits_per_customer,seat_revenue,credit_revenue,total_revenue,grr_mrr,nrr_mrr,cogs,ai_cogs,gross_profit,gross_margin_pct,opex_rnd,opex_s_and_m,opex_g_and_a,opex_total,ebitda,ebitda_margin_pct,mrr,arr
2027-10,upside,958.6200600134106,56.25,20.27553421747506,4.771643880807555,3150.05161506325,452845.1607948538,36236.43201932729,489081.5928141811,0.8749451432905156,1.047866679821577,112127.50442153576,4529.55400241591,376954.08839264535,0.7707386536950761,180000.0,220000.0,90000.0,490000.0,-113045.91160735465,-0.23113916628284284,489081.5928141811,5868979.113770174
2027-11,upside,993.9829598776327,56.25,20.887100135777985,4.811371068986661,3184.828474733503,473459.6647658761,37987.98280821808,511447.6475740942,0.8657793446517004,1.0457307228252417,117266.98031732798,4748.4978510272595,394180.66725676623,0.7707155739721351,180000.0,220000.0,90000.0,490000.0,-95819.33274323377,-0.18734924913180342,511447.6475740942,6137371.77088913
2027-12,upside,1028.7446904441629,56.25,21.488269433469757,4.851342344872665,3219.94750207749,494088.47520265426,39750.046755253956,533838.5219579082,0.8568721358049147,1.0437794063381045,122413.23067514654,4968.7558444067445,411425.2912827616,0.7706923992180569,180000.0,220000.0,90000.0,490000.0,-78574.70871723839,-0.1471881580015198,533838.5219579082,6406062.263494898
2028-01,upside,1062.915471591062,56.25,22.07921885310077,4.891554644199997,3255.408361271824,514731.6020338756,41522.68696251273,556254.2889963883,0.8482002932967334,1.0419897892648662,127566.27944951953,5190.335870314091,428688.0095468688,0.7706691310557288,180000.0,220000.0,90000.0,490000.0,-61311.990453131206,-0.11022295318163254,556254.2889963883,6675051.46795666
2028-02,upside,1096.505349458464,56.25,22.660122132598055,4.932005354252944,3291.2110986820708,535389.0551951178,43305.96691082351,578695.0221059413,0.8397441388040039,1.0403425799197725,132726.15072716004,5413.245863852939,445968.8713787813,0.770645770816978,180000.0,220000.0,90000.0,490000.0,-44031.128621218726,-0.07608693169846893,578695.0221059413,6944340.265271296
2028-03,upside,1129.52419940212,56.25,23.23115005634389,4.972692228590883,3327.3560736098993,556060.8446288538,45099.95046204004,601160.7950908939,0.8314868636578913,1.0388214381094845,137892.86872775166,5637.493807755005,463267.9263631422,0.7706223195960364,180000.0,220000.0,90000.0,490000.0,-26732.073636857793,-0.04446742677691744,601160.7950908939,7213929.541090727
2028-04,upside,1161.981728896734,56.25,23.792470505386042,5.013613319988879,3363.843903829585,576746.9802844569,46904.70186132769,623651.6821457846,0.8234140026299709,1.0374124314801503,143066.45780473857,5863.08773266596,480585.22434104607,0.7705987782916052,180000.0,220000.0,90000.0,490000.0,-9414.775658953935,-0.015096208233674161,623651.6821457846,7483820.185749415
2028-05,upside,1193.8874803899396,56.25,24.34424850679448,5.054766927213179,3400.6754223571834,597447.472118205,48720.28573946413,646167.7578576691,0.8155130198578139,1.0361036077613293,148246.94244612023,6090.035717433017,497920.81541154895,0.7705751476402597,180000.0,220000.0,90000.0,490000.0,7920.815411548945,0.01225814088559593,646167.7578576691,7754013.09429203
2028-06,upside,1225.2508341077605,56.25,24.886646282178976,5.096151552415148,3437.8516428408566,618162.3300932857,50546.76711515393,668709.0972084396,0.8077729799772476,1.0348846550708517,153434.34727525094,6318.345889394242,515274.74993318866,0.770551428243207,180000.0,220000.0,90000.0,490000.0,25274.749933188665,0.037796330330631664,668709.0972084396,8024509.166501275
2028-07,upside,1256.0810108123785,56.25,25.41982329538193,5.137765866754488,3475.3737316325023,638891.564179801,52384.21139735689,691275.775577158,0.8001842846760063,1.0337466298319016,158628.69705164435,6548.0264246696115,532647.0785255136,0.7705276205878869,180000.0,220000.0,90000.0,490000.0,42647.07852551364,0.0616932923620922,691275.775577158,8295309.306925896
2028-08,upside,1286.3870745130182,56.25,25.943936299360438,5.179608682457877,3513.242985084222,659635.1843547724,54232.68438763051,713867.868742403,0.7927384599655766,1.0326817371061245,163830.01667178248,6779.085548453813,550037.8520706205,0.7705037250655414,180000.0,220000.0,90000.0,490000.0,60037.852070620516,0.08410219131502189,713867.868742403,8566414.424908835
2028-09,upside,1316.1779351307468,56.25,26.45913938227131,5.221678929952692,3551.4608109651363,680393.2006021453,56092.252282486326,736485.4528846316,0.7854279831272558,1.031683151928484,169038.33116992973,7011.531535310791,567447.1217147019,0.7704797419856043,180000.0,220000.0,90000.0,490000.0,77447.12171470188,0.1051577073401255,736485.4528846316,8837825.434615579
2028-10,upside,1345.462351117974,56.25,26.9655840127727,5.263975639034554,3590.0287131531372,701165.6229127939,57962.98167576065,759128.6045885546,0.7782461409540453,1.030744872984572,174253.66571895208,7245.372709470083,584874.9388696025,0.7704556715875606,180000.0,220000.0,90000.0,490000.0,94874.93886960251,0.1249787431222203,759128.6045885546,9109543.255062655
2028-11,upside,1374.2489320334184,56.25,27.46341908455556,5.3064979232647245,3628.9482789488297,721952.4612845259,59844.9395609993,781797.4008455252,0.7711869128730009,1.0298616019999103,179476.04563114047,7480.617445124912,602321.3552143847,0.7704315140507828,180000.0,220000.0,90000.0,490000.0,112321.35521438473,0.14367066850427945,781797.4008455252,9381568.810146302
2028-12,upside,1402.5461410733003,56.25,27.95279096011812,5.349244966971534,3668.2211685035595,742753.7257220881,61738.19333385672,804491.9190559449,0.7642448739929778,1.0290286437200677,184705.49635903997,7717.27416673209,619786.422696905,0.770407269502734,180000.0,220000.0,90000.0,490000.0,129786.42269690498,0.1613271925082936,804491.9190559449,9653903.02867134
